"left_categ","centleft_categ","centright_categ","right_categ","character","switch_cond","trial_cond","trialN","opt_choice","corr_ans","obj_category","opt_choice_cat","cuedCharacter","V1","P1","V2","P2","V3","P3","V4","P4","Prob","Delta","response","respCat","accuracy","task_resp.keys","participant"
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,55,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.171717111020938,0.238359455561651,0.48254930011676,0.358194882568347,0.0503608184017385,0.2130107139489,0.000411671773541623,0.190434947921102,NA,-0.085909631391201,2,"Kitchen & utensil",0,2,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,1,56,2,2,"Kitchen & utensil","Kitchen & utensil","stimuli/m2.png",0.0590086148454828,0.241893507742007,0.0503608184017385,0.23916794007647,0.0173059173818103,0.229029923365309,0.115595461393562,0.289908628816214,NA,-0.197192257671371,1,"Outdoor activity & sport item",0,1,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,1,57,2,2,"Kitchen & utensil","Kitchen & utensil","stimuli/m2.png",0.0345912569783865,0.249219932591718,0.0503608184017385,0.246411813447802,0.0173059173818103,0.235966738402365,0.115595461393562,0.268401515558115,NA,-0.0590086148454828,3,"Electronic device & accessory",0,3,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,1,58,2,2,"Kitchen & utensil","Kitchen & utensil","stimuli/m2.png",0.0345912569783865,0.243281494135193,0.0503608184017385,0.24836085478846,0.0173059173818103,0.23783316242535,0.0677628566789848,0.270524488650997,NA,-0.115595461393562,1,"Outdoor activity & sport item",0,1,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,59,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.171717111020938,0.240692912203382,0.282873727654652,0.361701486599615,0.0503608184017385,0.205306360990969,0.000411671773541623,0.192299240206035,NA,-0.48254930011676,4,"Hand labour tool & accessory",0,4,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,0,60,3,2,"Kitchen & utensil","Electronic device & accessory","stimuli/m5.png",0.100661754736412,0.262555676679999,0.282873727654652,0.303723169180547,0.0503608184017385,0.223954872801338,0.000411671773541623,0.209766281338116,NA,-0.171717111020938,3,"Electronic device & accessory",0,3,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,0,61,2,1,"Outdoor activity & sport item","Kitchen & utensil","stimuli/m2.png",0.0345912569783865,0.247346706606473,0.0503608184017385,0.252510942931632,0.0173059173818103,0.24180733375068,0.453516157363543,0.258335016711214,NA,0.932237143321015,1,"Outdoor activity & sport item",1,1,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,62,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.100661754736412,0.244930657605338,0.282873727654652,0.310982194005802,0.0295218590630881,0.229307424553606,0.000411671773541623,0.214779723835254,NA,-0.0503608184017385,2,"Kitchen & utensil",0,2,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,63,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.100661754736412,0.246452948968457,0.282873727654652,0.31291500843029,0.0173059173818103,0.224517421282099,0.000411671773541623,0.216114621319154,NA,-0.0295218590630881,2,"Kitchen & utensil",0,2,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,1,64,2,2,"Kitchen & utensil","Kitchen & utensil","stimuli/m2.png",0.0345912569783865,0.211421259438177,0.0503608184017385,0.215835425136524,0.423937951568647,0.206686443269661,0.453516157363543,0.366056872155637,NA,0.98269408261819,2,"Kitchen & utensil",1,2,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,0,65,2,3,"Electronic device & accessory","Kitchen & utensil","stimuli/m2.png",0.0345912569783865,0.18457414777081,0.0503608184017385,0.18842778516781,0.248515350919552,0.307424551165584,0.453516157363543,0.319573515895795,NA,-0.423937951568647,2,"Kitchen & utensil",0,2,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,0,66,3,4,"Hand labour tool & accessory","Electronic device & accessory","stimuli/m5.png",0.100661754736412,0.247334761961904,0.579615633452727,0.314034623843428,0.0173059173818103,0.2217427309529,0.000411671773541623,0.216887883241768,NA,0.717126272345348,4,"Hand labour tool & accessory",1,4,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,67,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.472801718293759,0.215214421816925,0.579615633452727,0.403118103395813,0.0173059173818103,0.192945921776596,0.000411671773541623,0.188721553010666,NA,0.899338245263588,3,"Electronic device & accessory",1,3,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,68,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.690952731413583,0.308712791193307,0.579615633452727,0.35509111821488,0.0173059173818103,0.169958586680937,0.000411671773541623,0.166237503910876,NA,0.527198281706241,3,"Electronic device & accessory",1,3,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m5.png",3,1,69,3,3,"Electronic device & accessory","Electronic device & accessory","stimuli/m5.png",0.818834359794169,0.372784199632229,0.579615633452727,0.322179778646696,0.0173059173818103,0.154206109438181,0.000411671773541623,0.150829912282894,NA,0.309047268586417,3,"Electronic device & accessory",1,3,1
"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/m2.png",3,1,70,2,2,"Kitchen & utensil","Kitchen & utensil","stimuli/m2.png",0.0345912569783865,0.197011948946984,0.0503608184017385,0.201125269383714,0.248515350919552,0.260754333065498,0.265854299144146,0.341108448603804,NA,-0.453516157363543,1,"Outdoor activity & sport item",0,1,1
